,company name,job_title,Location,Estimated salary,posted,rating,link
56,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=227&ao=1136043&s=58&guid=0000018794e01d769d17fced18b5fd54&src=GD_JOB_AD&t=SR&vt=w&cs=1_5aedd892&cb=1681829928665&jobListingId=1007737999689&jrtk=3-0-1guae07cikhqt801-1guae07d9i3bl800-563113a36675bfe7-
57,Trukky Logistics,Data science internship,Gurgaon,Unrevealed,30d+,2.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=0000018794e01d769d17fced18b5fd54&src=GD_JOB_AD&t=SR&vt=w&cs=1_8889f4c4&cb=1681829928665&jobListingId=1007972288695&jrtk=3-0-1guae07cikhqt801-1guae07d9i3bl800-7a97bf329657bca1-
58,XL Catlin,Assistant Scientist - Data Engineering,Gurgaon,Unrevealed,15d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=0000018794e01d769d17fced18b5fd54&src=GD_JOB_AD&t=SR&vt=w&cs=1_213c1ab0&cb=1681829928666&jobListingId=1008566043203&jrtk=3-0-1guae07cikhqt801-1guae07d9i3bl800-2f531e9ce85e23fe-
59,SourceFuse Technologies,Machine Learning Engineer,Uttar Pradesh,Unrevealed,10d,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=0000018794e01d769d17fced18b5fd54&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6fe115f&cb=1681829928666&jobListingId=1008576018307&jrtk=3-0-1guae07cikhqt801-1guae07d9i3bl800-8395e17654d365ca-
60,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=301&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd724973&cb=1681829948030&jobListingId=1008404163994&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-63b5e671e9ff8b24-
61,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=302&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0c9a54aa&cb=1681829948030&jobListingId=1008557080891&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-237e8a4133b9b650-
62,AHRC Pvt Ltd,Data Scientist - Data Mining,Noida,₹10L - ₹15L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=303&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9d175658&cb=1681829948030&jobListingId=1008534683206&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-30ddd44d761e2e94-
63,TheHRsoft,Senior Data Scientist,Bangalore,₹20L - ₹40L (Employer Est.),9d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=304&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c78f258b&cb=1681829948031&jobListingId=1008577689152&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-40ab8dcfa80f77ba-
64,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_956406af&cb=1681829948031&jobListingId=1008570354875&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-7b11c591922a4fdd-
65,Webtunix AI,Data Scientist,India,Unrevealed,22d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=306&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_55abaad2&cb=1681829948031&jobListingId=1008551385227&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-57079825e630e7a4-
66,Venera Video Tech Pvt Ltd,Machine Learning Engineer,Noida,₹4L - ₹8L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=307&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a100b804&cb=1681829948031&jobListingId=1008367826367&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-1c6ccb7dd618c6d5-
67,Level AI,"Machine Learning Engineer - NLP (Remote, India)",India,Unrevealed,11d,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=308&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ccffb2ba&cb=1681829948031&jobListingId=1008573698243&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-bdcf846edc055ab8-
68,SourceFuse Technologies,Machine Learning Engineer,Uttar Pradesh,Unrevealed,10d,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=309&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_6531a49d&cb=1681829948031&jobListingId=1008576018307&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-8395e17654d365ca-
69,Screatives Software Services Private Limited,Data Scientist,Bangalore,₹6L - ₹23L (Employer Est.),5d,4.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f1fe8b30&cb=1681829948032&jobListingId=1008586202513&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-089f6249dfda3871-
70,Agrex Technologies Private Limited,Deep Learning Intern,India,₹15T - ₹30T (Employer Est.),13d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=311&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_02c5b210&cb=1681829948031&jobListingId=1008570569836&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-f5ca46573937728c-
71,SparkTG Info,Machine Learning Engineer,Noida,Unrevealed,24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_50818ee2&cb=1681829948031&jobListingId=1008592880595&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-d4deb07360447d38-
72,Wesco,(India-Bangalore) Data Scientist,Bangalore,₹7L - ₹10L (Glassdoor Est.),6d,3.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_28668043&cb=1681829948031&jobListingId=1008583311747&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-65776cf0aee9c50c-
73,Samyak Infotech,Machine Learning Engineer,Ahmedabad,₹4L - ₹8L (Glassdoor Est.),30d+,3.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a67d3cda&cb=1681829948032&jobListingId=1007607011425&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-ecc898b9ba5919c8-
74,SearchUrCollege,Data Scientist,Noida,₹5L - ₹13L (Employer Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=315&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_db3fab2a&cb=1681829948032&jobListingId=1006500025617&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-221d6afa3757039d-
75,OpenTeams,Data Scientist,Chennai,₹4L - ₹10L (Glassdoor Est.),24h,4.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_afb67c50&cb=1681829948032&jobListingId=1008593019978&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-8bdd4801dc8fda91-
76,LodgIQ,Data Scientist,India,Unrevealed,10d,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc9c3637&cb=1681829948032&jobListingId=1008577049424&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-fb4c2ced048203fa-
77,US Fair Group Inc,AI & Machine Learning Engineer,Gurgaon,₹25T - ₹60T (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_113ef704&cb=1681829948032&jobListingId=1008419898085&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-c9bf3392577178ea-
78,WTW,Data Scientist Climate Analytics - Cyclone/ Earthquake,Thāne,₹5L - ₹9L (Glassdoor Est.),3d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_35e9c3c1&cb=1681829948032&jobListingId=1008588950535&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-4a69299c6276786e-
79,Syndell Technologies,Data Scientist,Ahmedabad,₹3L - ₹7L (Glassdoor Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_7d76b6bb&cb=1681829948032&jobListingId=1008588498179&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-6d335e8e79a6a21e-
80,Constems-AI,Machine learning Internship,Noida,₹10T (Employer Est.),25d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_962a8a39&cb=1681829948032&jobListingId=1008547253819&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-ac356fb5ca7f219f-
81,SourceFuse Technologies,ML Engineer (Generative AI),Hyderābād,₹2L (Employer Est.),1 day ago,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b10c489c&cb=1681829948032&jobListingId=1008592438631&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-8efb2a8d214e3f43-
82,Mindstix,Machine Learning Engineer,Pune,₹2L - ₹8L (Glassdoor Est.),30d+,3.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=323&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_37b91ffc&cb=1681829948032&jobListingId=1007981441233&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-cc08b199ad8cf87f-
83,XL Catlin,Machine Learning Analyst,Gurgaon,₹5L - ₹6L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=324&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_13b25650&cb=1681829948033&jobListingId=1008473715281&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-54d8f72bdb7a2d4a-
84,Rudrateck Solution,Data Scientist,Mumbai,₹30L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_35289c75&cb=1681829948033&jobListingId=1008506367157&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-70179610a1b1ddc6-
85,GUJARAT FLUOROCHEMICALS,Data Scientist,Noida,₹5L - ₹9L (Glassdoor Est.),30d+,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_ca90be23&cb=1681829948033&jobListingId=1008413776196&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-fe75262bb052a856-
86,Applogic IT Solutions India Pvt Ltd,Data Scientist,Hyderābād,₹4L - ₹6L (Employer Est.),12d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=327&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6cdddf41&cb=1681829948033&jobListingId=1008572861142&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-7899c39295adc225-
87,WinZO,Data Scientist,New Delhi,₹5L - ₹9L (Glassdoor Est.),30d+,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=328&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ce00e191&cb=1681829948033&jobListingId=1008423764901&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-7fc4ce3984321633-
88,XL Catlin,Assistant Scientist - Data Engineering,Gurgaon,Unrevealed,15d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a91f2e1f&cb=1681829948033&jobListingId=1008566043203&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-2f531e9ce85e23fe-
89,Predictive Research,Machine learning Data Engineer,Bangalore,₹2L - ₹3L (Employer Est.),29d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=330&ao=1136043&s=58&guid=0000018794e068e992ac4549f3c7b5e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_99922eab&cb=1681829948033&jobListingId=1008538988073&jrtk=3-0-1guae0q8fklvr801-1guae0q98i7m3800-8611987804b2b28e-
90,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=401&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2c57887&cb=1681829968218&jobListingId=1008557080891&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-237e8a4133b9b650-
91,SourceFuse Technologies,Machine Learning Engineer,Uttar Pradesh,Unrevealed,10d,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=402&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_529ca295&cb=1681829968218&jobListingId=1008576018307&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-8395e17654d365ca-
92,Level AI,"Machine Learning Engineer - NLP (Remote, India)",India,Unrevealed,11d,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=403&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb52b4b2&cb=1681829968219&jobListingId=1008573698243&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-bdcf846edc055ab8-
93,GUJARAT FLUOROCHEMICALS,Data Scientist,Noida,₹5L - ₹9L (Glassdoor Est.),30d+,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=404&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a8d682c6&cb=1681829968219&jobListingId=1008413776196&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-fe75262bb052a856-
94,Applogic IT Solutions India Pvt Ltd,Data Scientist,Hyderābād,₹4L - ₹6L (Employer Est.),12d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=405&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0e9be3a4&cb=1681829968219&jobListingId=1008572861142&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-7899c39295adc225-
95,Venera Video Tech Pvt Ltd,Machine Learning Engineer,Noida,₹4L - ₹8L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4ffbe390&cb=1681829968219&jobListingId=1008367826367&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-1c6ccb7dd618c6d5-
96,OpenTeams,Data Scientist,Chennai,₹4L - ₹10L (Glassdoor Est.),24h,4.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=407&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cce157a7&cb=1681829968219&jobListingId=1008593019978&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-8bdd4801dc8fda91-
97,SparkTG Info,Machine Learning Engineer,Noida,Unrevealed,24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=408&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_01f98836&cb=1681829968219&jobListingId=1008592880595&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-d4deb07360447d38-
98,PayPal,"Data Scientist, Product Analytics",Bangalore,₹2L - ₹3L (Glassdoor Est.),4d,4.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_d3f2c401&cb=1681829968219&jobListingId=1008587521965&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-84d408b517470538-
99,Screatives Software Services Private Limited,Data Scientist,Bangalore,₹6L - ₹23L (Employer Est.),5d,4.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=410&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f47ca01b&cb=1681829968219&jobListingId=1008586202513&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-089f6249dfda3871-
100,Wesco,(India-Bangalore) Data Scientist,Bangalore,₹7L - ₹10L (Glassdoor Est.),6d,3.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=411&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a048db0b&cb=1681829968219&jobListingId=1008583311747&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-65776cf0aee9c50c-
101,Syndell Technologies,Data Scientist,Ahmedabad,₹3L - ₹7L (Glassdoor Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=412&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_929cfa3d&cb=1681829968220&jobListingId=1008588498179&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-6d335e8e79a6a21e-
102,Ford Motor Company,Data Scientist -HTHD,Chennai,₹7L - ₹9L (Glassdoor Est.),24h,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_ab3b8a1b&cb=1681829968220&jobListingId=1008594452351&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-bc582c5964b163eb-
103,Globussoft Technologies,Data Science,Bangalore,₹4L (Employer Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4684bc6&cb=1681829968220&jobListingId=1007982852052&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-87a38e048bc40e5e-
104,Algoscale,Data Scientist,India,Unrevealed,30d+,3.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=415&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_2136aa33&cb=1681829968220&jobListingId=1008397523560&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-3f31bf8ae19bf49f-
105,US Fair Group Inc,AI & Machine Learning Engineer,Gurgaon,₹25T - ₹60T (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1f0fd4f9&cb=1681829968220&jobListingId=1008419898085&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-c9bf3392577178ea-
106,Racanaa Energy,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),4d,4.5,https://www.glassdoor.co.in/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_2adf45c2&cb=1681829968220&jobListingId=1008588802675&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-319769a2ba033406-
107,XCEEDANCE,DATA SCIENTIST – MACHINE LEARNING,India,Unrevealed,30d+,3.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=418&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_366863f2&cb=1681829968220&jobListingId=1008301644009&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-a6319159ec3450da-
108,Brave AI Lab,Data Science Intern,India,Unrevealed,26d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=419&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_30a3b80e&cb=1681829968221&jobListingId=1008545454771&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-3d05dd5d02183025-
109,Internatinal Scientific Research and Publications,Data Scientist Intern,Chennai,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=420&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_692b7541&cb=1681829968221&jobListingId=1008532297080&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-69008660804bb8f5-
110,Rapsys Technologies,Data Science,Bangalore,₹3L - ₹8L (Glassdoor Est.),8d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da5bfc8f&cb=1681829968221&jobListingId=1008578865017&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-1364469861050dfc-
111,Creative Buffer,Artificial Intelligence & Machine Learning,India,₹30T - ₹50T (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8727ac4&cb=1681829968221&jobListingId=1008534413822&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-0d515595b1902d97-
112,TaskUS,Data Scientist,Gurgaon,₹7L - ₹9L (Glassdoor Est.),30d+,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_0c4aff44&cb=1681829968221&jobListingId=1008508832665&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-67fa4c01537550a1-
113,XL Catlin,Machine Learning Analyst,Gurgaon,₹5L - ₹6L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=424&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_2ebd4f9c&cb=1681829968221&jobListingId=1008473715281&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-54d8f72bdb7a2d4a-
114,GiBots,ML/Data Scientist,Pune,₹1L - ₹8L (Glassdoor Est.),30d+,3.2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e5a67df&cb=1681829968221&jobListingId=1007963750113&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-d828af41d69df87e-
115,Deloitte,Senior Analyst - AI SGO Data Scientist - Bengaluru,Bangalore,₹3L - ₹9L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=426&ao=1110586&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_25901324&cb=1681829968221&jobListingId=1008397013166&cpc=F4EED0218A761C36&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-6a6023329b725f5b--6NYlbfkN0DIXU_djF9v0NrX_xbLRwj6RWFeuMEgTY6VvwKgvleOVNkZLBY5brOMPl_aYGto6wzWqjobWW6MDfz7xLD7z_vmLln7Hs_kheA3Q5KOdNHuIC9RwN16vjo6uTHVfUxWBFAFzB2FlNZGnLaFNjEAgXu9daROtdarJ4h2ldCj2uldk4-6HaxtoVxC8_zuDSTBJtkXgg3LEBMwB3xpkLrtCJiqFeLlewVkgbwslBjYLj4Od8FIFL9rto93fZG84R1m1vsVpNfHWclQ4MpaQdQNZnRqxqONz3ozVy_B3hC8_ncJVkhsaBC37FdLqmaMr-Pc77cufbqBqxdEBeE0AafU_GFjJlP7chuSjGv8XshT_ZxnZVljCMKzo5zk7EO1cfpEJHGmCs-pEm6u6_E26YP_O_PUTR61dwvGDqAGyaGJMJmwm5aNFLJG-mUONcARcMt_lVXepbYtfl6nFcpKluiGqGr1TfR54B6i1WJmjrXS1UtmOMyd50VcBCWL4dkMqPILCmo9SGD28SYIlokSw5D3uFfWEzjxBmW5QXMBOy6Y-gM9GVT186LPZT6RQSXE9mXJFPBEi3XBELU7VgTvWgw3sejD9hjFhwGfshFz-BGmQjihwvlFWSaUIKamoI45u-uV56vl1YDjwXfPyg%3D%3D
116,Webkul Software,Machine Learning & Python Developer,Noida,₹3L - ₹4L (Glassdoor Est.),7d,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=0000018794e0b81d819102faf150f89d&src=GD_JOB_AD&t=SR&vt=w&cs=1_249d23c1&cb=1681829968222&jobListingId=1008579671050&jrtk=3-0-1guae1e23k63f801-1guae1e2qi16i800-76c391dc50b09794-
